h_code,x,y,z,no
1111051500,2.64211823,-0.268005294,-1.043399762,0
1111053000,3.32140153,-0.693683708,-0.388083853,0
1111054000,-0.270439098,-0.61098373,-0.554119924,1
1111055000,0.635753035,-1.153156012,-0.579338767,0
1111056000,1.274524107,-0.314311198,-0.748201041,0
1111057000,1.697827304,-0.483603754,-1.19368712,0
1111058000,1.530253455,-1.690343773,-0.755871799,0
1111060000,1.255216254,-0.803704045,-1.021316146,0
1111061500,1.23168387,0.641430755,2.937701419,3
1111063000,-3.443415141,1.681290547,1.663666284,4
1111064000,-0.526321507,-2.524455671,0.470400646,2
1111065000,-0.336229263,-0.371365105,0.591570029,1
1111067000,-3.628892407,1.416082473,-0.175000468,4
1111068000,-2.596267887,0.685308851,-0.673777144,4
1111069000,-1.0328525,-0.276173088,-0.824307999,1
1111070000,-0.740336952,-1.256598413,-0.749184569,2
1111071000,-2.336172762,0.823918253,-0.18503222,4
1114052000,0.048786385,0.903925762,1.408439952,1
1114054000,-2.34426101,3.030479048,2.103303157,4
1114055000,1.354451789,-3.437265115,1.912211314,2
1114057000,-3.341932543,0.91488912,0.39540121,4
1114058000,-1.82973218,0.797826075,-0.057421687,4
1114059000,-2.326829794,0.946311655,2.045366998,4
1114060500,-2.46909577,-1.569740652,0.347634195,2
1114061500,-1.54267746,0.16012816,3.111139745,4
1114062500,0.333874942,0.427251019,-0.790993356,0
1114063500,0.93289684,-1.196416032,-0.828054668,0
1114064500,0.86567627,-0.879964145,-0.944486227,0
1114065000,0.675370842,0.263331448,-0.924495594,0
1114066500,0.862526376,0.250990336,-1.155160015,0
1114067000,1.497784366,-0.493657047,-0.818461392,0
1114068000,0.670384134,2.076210382,-1.211814031,1
1117051000,0.111957814,-0.323761141,-0.669611641,1
1117052000,-0.691140091,-0.788116557,-0.341437765,1
1117053000,-1.049651527,-2.70620742,0.169224798,2
1117055500,-1.046273286,-2.251248819,0.428621601,2
1117056000,1.4102622,0.561828917,-0.446060529,0
1117057000,1.002629857,-1.467299154,-0.675168413,0
1117058000,1.839290818,0.062766154,-1.192030381,0
1117059000,0.592120721,-0.135807426,-0.849666203,0
1117062500,1.004490528,0.12323809,0.570787947,0
1117063000,1.032787478,-0.857614369,0.061095518,0
1117064000,0.93340423,-0.668577585,-1.342544611,0
1117065000,0.988636263,0.589807148,0.286052389,0
1117066000,2.011734229,-0.516103481,-0.673240444,0
1117068500,1.290997484,1.16090743,0.801370418,3
1117069000,1.18567902,0.776089378,-1.181232591,0
1117070000,-0.520137453,1.1602864,-0.859294861,1
1120052000,0.839082047,0.275906777,-0.803375391,0
1120053500,1.61291064,-0.501994411,-0.066365121,0
1120054000,-0.470592226,0.734224474,-0.323677282,1
1120055000,-1.925046554,0.942644654,0.806017521,4
1120056000,1.106811833,0.259229962,-0.582669748,0
1120057000,1.499943732,-0.536541756,-0.939914539,0
1120058000,0.809142672,-1.217080244,-0.709069527,0
1120059000,0.781343377,-0.277356957,-0.908503707,0
1120061500,0.922877928,-0.596864463,-0.462356095,0
1120062000,0.810748551,-0.92102564,-0.538606144,0
1120064500,1.887395006,-0.840624808,-0.607428898,0
1120065000,-0.122113023,2.18391685,-0.895708618,1
1120066000,-0.129886819,0.679368992,0.027017453,1
1120067000,-1.780056459,2.446832261,-0.469955943,4
1120069000,-1.054692208,1.980189161,0.162521785,4
1120072000,-2.28996119,1.928205707,-0.768129795,4
1120079000,-2.055484622,1.742422409,-0.328036134,4
1121571000,1.20069766,-0.947092288,2.217225367,3
1121573000,-0.431534907,1.123024961,0.603249479,1
1121574000,-0.762345586,-0.825109734,0.531974673,2
1121575000,0.675576671,-1.747699881,0.634997546,2
1121576000,-0.874930367,0.28251931,-0.501373632,1
1121577000,-1.16430047,0.035525475,0.460733523,1
1121578000,2.086375022,-1.538501309,-0.315236938,0
1121581000,2.359062823,2.284213189,-0.460767555,0
1121582000,0.80413172,0.393824673,-0.315580229,0
1121583000,0.724339214,1.032503488,-0.870429272,0
1121584000,1.260900308,0.5274098,0.634421503,0
1121584700,-0.308543742,1.304168,0.130144475,1
1121585000,1.966509529,0.012760027,-0.002832165,0
1121586000,0.799433405,0.38440092,-0.098678204,0
1121587000,1.922080237,-0.402578293,0.08203158,0
1123053600,-2.42774702,0.35347559,0.838972795,4
1123054500,-1.868887483,1.487125752,1.130638184,4
1123056000,-0.334124712,2.242524033,0.827631185,1
1123057000,-0.993005004,-0.618744112,-0.252857514,1
1123060000,0.335431746,0.418090249,-0.387795531,0
1123061000,0.479053099,-0.313098115,-0.666906161,0
1123065000,-0.771938507,0.539723895,0.95482619,1
1123066000,-0.454862155,1.61763032,0.868738588,1
1123070500,-1.821847915,-0.410057235,-0.215134727,1
1123071000,0.03260327,-1.403223019,0.627896512,2
1123072000,-0.218719632,-0.370439697,0.200383117,1
1123073000,-1.501765798,-0.009823212,0.107069428,1
1123074000,-1.478661819,0.774724337,0.605170018,4
1123075000,-0.482755892,-1.195266019,-0.331292211,2
1126052000,-1.105607829,0.645425773,-0.277109943,1
1126054000,-0.847482922,0.654250104,-0.975111829,1
1126055000,-1.285073814,1.284544342,-0.599599369,4
1126056500,-0.819992872,1.017436317,-0.10979225,4
1126057000,-1.41720504,1.461133657,-0.778483554,4
1126057500,-0.815853983,0.327118851,-0.152678708,1
1126058000,0.035205919,-0.360695127,-0.447719785,1
1126059000,0.624330644,-0.527720051,-0.052749362,0
1126060000,-0.993560318,-0.061833543,-0.224346171,1
1126061000,-2.635838424,0.594559131,0.347199582,4
1126062000,-0.719752542,-1.294136192,0.236180656,2
1126063000,-0.175572456,-0.115944514,-0.428838244,1
1126065500,-2.101766409,0.215599459,0.924763623,4
1126066000,-2.654839767,0.230790459,-0.182463173,4
1126068000,0.198603474,0.18205894,-0.27594899,0
1126069000,-0.985343449,-1.850909604,-0.100167727,2
1129052500,0.368676102,-2.228553671,-0.065425603,2
1129055500,0.814158312,-1.058884919,0.260122443,0
1129057500,2.183061969,-3.344576296,0.671541416,2
1129058000,0.316025935,-2.022936033,-0.699405498,2
1129059000,0.829635746,-1.266202853,-0.692490789,0
1129060000,-1.019132477,1.275031727,0.46572366,4
1129061000,-0.83189804,-1.028980176,-0.115197788,1
1129062000,-0.110181807,-0.303032293,-0.426465603,1
1129063000,-0.104004675,-0.807874757,-0.409885094,1
1129064000,-0.554561435,-0.026615524,-0.327046717,1
1129065000,-0.215126158,-0.559905784,-0.277003411,1
1129066000,0.958293312,-1.275522904,0.409744746,0
1129068500,0.550211136,0.077031929,-0.092885736,0
1129070500,-0.815236097,0.537450172,0.208977714,1
1129071500,0.313193142,-0.074812131,-0.495993283,0
1129072500,-0.158744785,-0.431304832,-0.270568333,1
1129076000,-0.889394215,0.648381118,-0.718374686,1
1129077000,-1.52396025,0.182935101,-0.540938098,1
1129078000,-0.640006558,0.153275545,-0.307122919,1
1129081000,-0.952272265,0.98346055,-0.048162721,4
1130553400,-2.111749039,-0.539482132,-0.162638263,1
1130553500,-1.141813602,-2.009919199,0.322894456,2
1130554500,-0.412265842,-1.334824054,0.647406499,2
1130555500,-2.227967551,-0.284241496,0.157128068,1
1130557500,-0.042466882,-0.797768026,-0.235938821,1
1130559500,-2.96680524,-0.330314004,0.371648226,1
1130560300,-2.137856938,-2.048374736,-0.338506637,2
1130560800,-1.055364741,-2.470150732,-0.576349851,2
1130561500,-1.818653202,-1.440719809,0.151839737,2
1130562500,-1.348080535,-2.113184862,0.243488925,2
1130563500,-2.25439679,-0.514350525,0.673362092,1
1130564500,-1.198861127,-0.646796117,-0.220618898,1
1130566000,-1.255444548,-1.502123183,-0.065397256,2
1132051100,-0.584199737,-2.289012228,0.109373653,2
1132051200,-1.307282019,-0.826825673,0.209931425,1
1132051300,-2.45846604,-0.184979501,-0.017507099,1
1132051400,-0.780092211,-0.855519457,-0.039828296,1
1132051500,-0.821526514,-1.865398329,0.092060014,2
1132052100,-2.46720154,0.477436118,-0.331082008,4
1132052200,-2.523833088,-0.977970628,0.121357173,1
1132066000,-1.11498985,-1.194748883,-0.158053879,2
1132067000,-1.527882465,-1.530246153,0.229907085,2
1132068000,-1.50638925,-1.774353094,0.166584706,2
1132068100,-0.350126093,-2.444879192,0.047182471,2
1132069000,-1.634387416,-0.302500845,0.402076675,1
1132070000,-2.987084342,0.305661321,-0.048557183,4
1132071000,-1.068463232,-0.842433718,-0.194349259,1
1135056000,-3.046554861,0.50719424,0.615804982,4
1135057000,-1.383730244,-1.010003285,-0.32289009,1
1135058000,-0.736754836,-2.193649868,-0.030078267,2
1135059500,-0.924036949,-1.288668406,1.056252747,2
1135060000,-0.716749529,-1.179773349,0.827995196,2
1135061100,-0.174031563,-1.328101266,-0.247214448,2
1135061200,0.120810318,-1.470055717,-0.422996253,2
1135061900,-0.194903568,0.927533085,0.241007467,1
1135062100,-0.100854549,-0.107765137,0.292744998,1
1135062400,-1.292280635,-1.314033496,0.134024972,2
1135062500,0.330518713,-2.621702256,0.361220816,2
1135063000,-0.88394428,-1.279103469,0.543844243,2
1135064000,-1.68571501,-0.801827716,1.025649062,1
1135066500,-2.705093379,-0.552085804,0.205709658,1
1135067000,-1.15214247,-1.71986487,0.170865157,2
1135069500,0.320633207,-2.812815732,0.643242914,2
1135070000,-0.552971871,-1.424665998,0.236093815,2
1135071000,-0.749905481,-2.340188698,-0.026831722,2
1135072000,0.067142975,-2.88954602,-0.141363397,2
1138051000,-0.034505479,-1.474481479,0.262224167,2
1138052000,-0.584910236,-1.465737591,-0.128602081,2
1138053000,-0.473189072,-0.047031051,0.208857094,1
1138055100,-0.809169646,-0.533333191,0.392853461,2
1138055200,0.136296253,-1.774991204,0.954421945,2
1138056000,-2.327091257,-0.731713466,0.151844075,1
1138057000,-0.017768288,-1.964888113,0.849607782,2
1138058000,0.56152718,-1.563640926,0.491322828,2
1138059000,0.291413946,0.368013288,-0.600480746,0
1138060000,-0.517585018,0.236219504,0.050140381,1
1138062500,0.073924494,-1.097397861,0.431467992,2
1138063100,1.400110713,0.34495821,-1.012082648,0
1138063200,-0.826297244,1.773846662,-1.076865266,1
1138064000,-1.388534584,-0.786466539,-0.21599317,1
1138065000,-0.676104775,-0.402391543,-0.681606299,1
1138069000,2.754346941,0.180442202,0.505546095,0
1141052000,1.151927518,-0.832856275,-0.729894343,0
1141055500,0.607396625,-0.243221741,-0.591652525,0
1141056500,-0.44487678,-1.396711705,0.447898303,2
1141058500,2.356289042,-2.222259451,4.037134497,3
1141061500,0.445992655,-0.076953876,0.420006157,0
1141062000,0.710495699,-1.278688521,-0.49571658,0
1141064000,-0.394587896,-0.206328763,-0.655781479,1
1141065500,0.455890942,-0.985072904,-0.858054393,0
1141066000,-0.165928935,-0.013511607,-0.533008187,1
1141068500,-0.241803954,0.011111212,-0.409531268,1
1141069000,0.734431637,0.204538825,-0.530299863,0
1141070000,0.71686098,-0.452801174,-0.194967735,0
1141071000,0.881977012,-0.243329016,-0.901979872,0
1141072000,-1.002539388,-0.610190773,-0.016923113,1
1144055500,1.251445317,-0.826959784,-0.041448184,0
1144056500,1.036289028,-1.189278807,-0.312578847,0
1144058500,0.363660341,-0.503303097,-0.006978912,0
1144059000,2.043504159,-0.366197475,-0.341575379,0
1144060000,0.180191772,-1.027031979,0.402219748,2
1144061000,0.910940687,0.345655288,-0.636822754,0
1144063000,0.396830328,0.356491228,-0.533495624,0
1144065500,0.142448226,-1.455615123,1.077992704,2
1144066000,2.21778675,-1.217332029,5.175210023,3
1144068000,2.23891407,-0.485214253,-0.224133435,0
1144069000,1.770964084,-0.411251954,-0.58890414,0
1144070000,1.646768206,-0.929622235,-0.65677111,0
1144071000,1.221193155,-1.138554146,0.49508985,0
1144072000,0.983925743,-1.295968403,-0.330358987,0
1144073000,1.80255335,-2.129719653,0.10198572,0
1144074000,1.24607754,-1.146825423,0.741529569,0
1147051000,2.115541728,1.206639748,1.338227782,3
1147052000,1.610889827,0.589527465,-0.812715944,0
1147053000,1.672658877,-0.053759897,-0.6745009,0
1147054000,0.698358014,1.691291003,-0.449388948,1
1147055000,1.149715549,1.580516079,-0.208984099,1
1147056000,-2.500970558,0.973378565,-0.182845793,4
1147057000,-0.481890464,-0.349613155,-0.629144497,1
1147058000,-3.142952638,1.436712983,-0.440922628,4
1147059000,-1.619970614,-0.205168286,-0.202080926,1
1147060000,-1.504826639,-0.184982841,-0.110525075,1
1147061000,-0.729101846,-0.00497465,-0.277897445,1
1147061100,-1.610316321,-0.658241617,-0.390819393,1
1147062000,0.218407335,1.280628171,-0.486094142,1
1147063000,0.160014355,1.248161768,-0.3144404,1
1147064000,0.420208633,-0.319870853,-0.200993839,0
1147065000,0.19473924,0.592168445,0.10096356,0
1147067000,0.555042538,0.833579855,-0.599942885,0
1147068000,0.386795776,0.185265763,-0.684216122,0
1150051000,0.901547809,-0.02571272,0.156340509,0
1150052000,1.182476764,-0.99776853,0.421166558,0
1150053000,-0.243085858,0.624363456,-0.755119086,1
1150053500,0.598354517,-1.414871064,0.59099765,2
1150054000,-0.163022388,-1.00966249,0.838470757,2
1150055000,-0.518829782,0.207719912,-0.574237408,1
1150056000,-0.281678061,-1.489294557,0.0778854,2
1150057000,-1.20585911,-0.567003166,0.105819017,1
1150059000,-0.147411949,-0.52963031,0.075880461,1
1150059100,-0.673380411,0.037448753,0.862566809,1
1150059300,-0.180224157,-0.657774082,-0.226763015,1
1150060300,2.552060515,-1.118136288,2.241570569,3
1150060400,-0.891372025,-2.448494261,-0.795910653,2
1150060500,-0.28817108,-2.26708369,-0.676925864,2
1150061100,0.987873489,-1.433647581,1.213114054,2
1150061500,0.779693295,-0.975456101,0.105246513,0
1150062000,-1.421824167,1.371603042,0.280083938,4
1150063000,-0.363014115,-0.391934023,0.589501682,1
1150064000,-0.807183531,-1.156526148,0.523797261,2
1150064100,-1.264778775,-1.460677655,-0.496830724,2
1153051000,0.668852024,1.022793326,0.304227384,0
1153052000,-1.448680136,-0.436289564,0.250327089,1
1153053000,-2.476596503,0.194625724,0.817512869,4
1153054000,-2.421343391,0.697221161,1.583119572,4
1153055000,-0.710157596,-1.198381596,0.229300857,2
1153056000,-0.609529468,-0.666394301,0.696963673,2
1153059500,-3.776891092,1.519816374,-0.257453995,4
1153072000,-1.009089376,-0.754948503,0.112623313,1
1153073000,-1.330874506,-1.437159436,0.280053078,2
1153074000,-1.778128179,0.577570212,0.214522647,4
1153075000,-0.172262751,-0.289596892,-0.572528787,1
1153076000,-0.975442486,0.014821827,-0.64745666,1
1153077000,-1.563684269,-0.130931478,0.019635913,1
1153078000,-0.163034616,-1.368201586,0.463705759,2
1153079000,-1.986828987,0.211642578,-0.141484101,1
1153080000,0.910135924,0.412471019,-0.581582067,0
1154551000,-2.897238968,2.753042288,2.673797861,4
1154561000,-1.584495491,1.566799201,0.894968616,4
1154562000,-2.143201112,0.525247027,-0.212645634,4
1154563000,-1.922459166,0.843270411,-0.03066821,4
1154564000,-1.853591255,1.001287174,-0.54073587,4
1154567000,-1.731722562,-0.122347611,1.200220968,1
1154568000,-1.129686121,-1.816919602,-0.139367942,2
1154569000,-2.107986013,-0.919379763,-0.210669729,1
1154570000,-1.654249835,-0.368961373,-0.297361945,1
1154571000,-2.260295145,-0.405559783,0.055592057,1
1156051500,-1.323124368,1.642768888,-0.074855333,4
1156053500,-2.122154947,2.15891204,3.306916731,4
1156054000,2.43427489,0.387053251,2.003290815,3
1156055000,-0.520833653,0.730376515,0.629432998,1
1156056000,2.075551926,-0.321251152,-0.102944455,0
1156058500,-1.423754928,1.084771037,-0.590205057,4
1156060500,-0.916749931,-0.407016314,1.464949995,1
1156061000,-0.331585934,0.9359769,0.234331105,1
1156062000,0.687758587,0.159150174,0.141411968,0
1156063000,-1.711678534,1.652694711,-0.613588976,4
1156065000,-0.920771629,0.359077013,-0.600832272,1
1156066000,-0.962941575,0.639443997,-0.902224704,1
1156067000,-0.441741909,-1.198119661,-0.6331545,2
1156068000,-0.208778103,0.314491192,-0.683895364,1
1156069000,-0.875987775,1.518033475,-0.535016641,1
1156070000,-1.824749349,0.023328673,-0.288341167,1
1156071000,-1.40864496,0.238184497,-0.244186485,1
1156072000,-1.910823992,0.702040764,0.073753693,4
1159051000,-1.06457944,1.182330574,0.120498664,4
1159052000,-2.349469727,1.393394712,-0.554741862,4
1159053000,0.397342796,-0.445792096,0.182459669,0
1159054000,1.036628943,0.552363821,-0.455169574,0
1159055000,1.183981529,-0.41080944,-0.767222847,0
1159056000,-0.151260243,0.448912141,-0.638393483,1
1159060500,1.091211602,-0.020211653,-0.414010907,0
1159062000,0.901514526,-0.690746449,-0.320269906,0
1159063000,0.366231342,0.252322475,-0.23616749,0
1159064000,0.725305204,0.817146648,-0.950216086,0
1159065000,0.127310459,-1.692421302,-0.49047196,2
1159065100,1.125250501,0.287072228,-1.119545397,0
1159066000,1.775075058,0.135144029,-0.337085171,0
1159067000,0.648564389,0.554698742,-0.775446279,0
1159068000,1.572164899,0.090625331,-0.656063035,0
1162052500,-1.249978773,-0.30143049,0.429941583,1
1162054500,-0.556706052,0.090852525,-0.597411112,1
1162056500,-0.261053075,-0.134222634,-0.446989014,1
1162057500,0.464833275,0.372828207,-0.04136159,0
1162058500,-0.469731767,1.853459224,0.351149365,1
1162059500,0.730595326,-0.278914746,0.495871677,0
1162060500,-0.550469699,0.405117762,0.068641544,1
1162061500,0.999895669,-0.951650519,-0.276282839,0
1162062500,-0.269372075,-0.49498267,0.174194513,1
1162063000,-0.180724247,0.695583609,-0.36563976,1
1162064500,-2.192612727,1.061210125,0.287443082,4
1162065500,-2.344851438,0.550519018,0.03294633,4
1162066500,-3.409856158,2.970462073,-0.035526715,4
1162068500,-1.410169849,1.110681722,2.715235221,4
1162069500,-1.419533812,2.081270929,0.686870845,4
1162071500,-1.627942782,-0.181122134,-0.44293759,1
1162072500,-1.950382779,1.041485816,0.216957264,4
1162073500,-1.069577796,1.449547367,0.422595383,4
1162074500,-2.097781771,0.687090089,-0.557169717,4
1162076500,-1.559615863,-0.021303799,0.00015784,1
1162077500,-1.568980026,0.651353518,-0.529662398,4
1165051000,1.866761945,0.364881277,-0.179867444,0
1165052000,2.834487982,0.353499043,0.35996323,0
1165053000,1.760669969,1.50299508,0.918962474,3
1165053100,2.314526001,2.488500734,0.735502247,3
1165054000,1.547197751,0.367441982,0.212744909,0
1165055000,2.712753899,0.732173315,-1.28073737,0
1165056000,3.444736585,1.544631724,-0.797808657,0
1165057000,2.683723877,1.159587891,-1.108170229,0
1165058000,2.968070034,0.724417634,-0.580223299,0
1165058100,3.632874806,1.247198772,1.508693135,3
1165059000,3.230220184,0.580402797,-0.699345024,0
1165060000,2.927258139,-0.031835174,-0.673446017,0
1165061000,2.964889443,0.20140367,-1.086302637,0
1165062000,2.066763513,0.955169955,-1.278123819,0
1165062100,3.611024904,-0.089419206,-0.454271447,0
1165065100,0.817259964,-0.605489315,0.692481008,0
1165065200,0.383713614,2.221433833,0.44624251,1
1165066000,2.351746991,1.726235648,-1.546855475,0
1168051000,3.711280337,1.220564401,7.220523886,3
1168052100,2.748727906,0.725292054,1.578120882,3
1168053100,3.003353886,0.49364034,1.770355041,3
1168054500,2.232235601,-0.354937821,2.982510255,3
1168056500,3.442892543,1.112716529,1.423442465,3
1168058000,1.069281619,2.162309047,1.229113608,1
1168059000,3.528830456,1.119363415,-0.037057675,0
1168060000,1.993185199,3.751664134,-0.206017473,0
1168061000,1.409261314,3.933254918,0.526802924,0
1168063000,3.693040964,1.383370373,1.567893009,3
1168064000,3.643518601,2.339844679,7.887755593,3
1168065000,3.32755822,0.555941891,0.433205455,0
1168065500,3.754712446,1.555812212,-1.188923573,0
1168065600,4.660354685,1.147248164,-0.736606564,0
1168066000,1.068050782,0.755300637,-1.910928199,0
1168067000,1.188919593,0.801294133,-0.508556242,0
1168069000,1.016920402,1.169699046,-0.888661011,0
1168070000,2.641026366,0.260414957,-0.723097454,0
1168072000,1.54837106,1.830046082,-1.082488694,0
1168073000,0.012500633,0.992184122,-1.165838571,1
1168074000,0.792542721,0.562546626,-1.168185511,0
1168075000,1.989657441,-0.773820721,-1.646456499,0
1171051000,-1.054529177,0.44440322,-0.833210215,1
1171052000,1.053739003,-1.320048667,-0.371142065,0
1171053100,-2.098650802,0.699803366,-0.426250533,4
1171053200,-0.816066952,0.507175673,-0.696877277,1
1171054000,-1.926158574,1.434018608,-0.882167975,4
1171055000,-1.822452824,0.991400733,-0.488030084,4
1171056100,1.215008261,0.178081724,-0.374409123,0
1171056200,2.027440721,-0.175258051,0.017801736,0
1171056600,0.632964652,1.529812476,-1.181931059,1
1171057000,0.702950138,0.712233418,-0.381877944,0
1171058000,2.310961416,-0.396960704,0.033753319,0
1171059000,0.946232829,0.043536694,-0.701940035,0
1171060000,1.220420268,-0.248137537,0.479084207,0
1171061000,2.024792879,-0.072567737,-0.336175509,0
1171062000,0.089686269,1.294856063,0.073637687,1
1171063100,1.88179094,0.650145583,-0.679525453,0
1171063200,0.777730101,1.606060905,-0.430187859,1
1171064100,0.327357736,1.390411617,-0.616542333,1
1171064200,2.749779937,-0.563684907,1.304966345,3
1171064600,1.871321323,0.376365439,-0.771844832,0
1171064700,1.839935597,1.304570195,-0.297777694,0
1171065000,2.144036087,-0.062025207,0.279700396,0
1171067000,2.477627082,0.511174129,-0.410287788,0
1171068000,1.839216082,0.217370694,-0.434281939,0
1171069000,3.510059688,2.96317235,-2.090751645,0
1171071000,3.984452473,1.201031978,-0.247495905,0
1171072000,1.664874281,-0.781278482,-1.419751262,0
1174051500,0.135099703,-0.850146563,-0.244164882,1
1174052000,-0.101505814,1.246131607,-0.299639464,1
1174053000,0.126080744,0.448007783,0.166320635,0
1174054000,-0.081773706,0.778626372,-0.345291375,1
1174055000,-0.069350738,2.718376182,-0.705431316,1
1174056000,-0.208040842,1.963003084,-0.581522961,1
1174057000,-1.453841554,0.323410854,0.654195698,4
1174058000,0.158637147,-0.348522308,-0.434852853,1
1174059000,0.211869484,0.80257612,-0.692098572,0
1174060000,-1.603541026,-0.076927433,-0.062380901,1
1174061000,-0.324977294,0.865657842,1.387480261,1
1174062000,-0.205892681,0.029126238,0.461189117,1
1174064000,-0.061499454,0.56490448,-0.145162625,1
1174065000,-0.384386087,0.448697176,0.281254866,1
1174066000,-0.445508444,0.811446987,0.334234382,1
1174068500,-0.492991896,0.442670029,1.012299361,1
1174069000,-3.221405993,0.343031234,-1.751744289,4
1174070000,-0.283708514,0.654348128,-0.078575794,1
